m,n,k,oracle_best_tflops,oracle_best_kernel,ml_predicted_tflops,ml_selected_kernel,ml_actual_tflops,efficiency_pct,num_kernels
256,4096,512,279.85,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,288.6523723957121,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x32,256.14,91.52760407361085,3744
256,4608,7168,704.95,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,734.1483568977642,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,704.95,100.0,4608
256,7168,256,241.65,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,238.64805767276292,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x128_2x2x1_32x32x64,239.92,99.28408855783157,3744
256,7168,2048,787.0,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,799.8973231208294,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,787.0,100.0,3744
256,7168,2304,812.61,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,848.2852944513903,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,812.61,100.0,3744
512,512,7168,281.53,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x32,273.0279479594978,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,273.52,97.15483252228893,3744
512,576,7168,312.66,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x32,305.7191698929943,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,307.85,98.46158766711443,2352
512,1536,7168,731.33,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_64x64x256_2x2x1_32x32x64,736.9351035488795,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,727.74,99.50911353287844,4608
512,3072,1536,602.11,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x128_2x2x1_32x32x64,633.8258531377721,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,597.46,99.22771586587169,4608
512,4096,512,438.55,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,439.2682789617412,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x128_2x2x1_32x32x64,432.47,98.61361304298256,3744
512,4608,7168,988.07,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,976.3929266160843,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,988.07,100.0,4608
512,7168,256,366.71,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x64x128_4x1x1_32x32x64,364.07745038137756,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x64x128_4x1x1_32x32x64,362.36,98.81377655368003,3744
512,7168,2048,1128.48,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1107.56717608736,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1128.48,100.0,3744
512,7168,2304,1162.26,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1136.1950631758632,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1162.26,100.0,3744
1024,512,7168,540.89,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x32,520.7200278821072,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,531.49,98.26212353713325,3744
1024,576,7168,593.33,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x32,573.2474320233106,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,593.03,99.94943791819054,2352
1024,1536,7168,915.86,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,910.2570299538622,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,915.86,100.0,4608
1024,3072,1536,903.62,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,898.2664820045212,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,903.62,100.0,4608
1024,4096,512,632.58,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_4x1x1_32x32x64,641.1474231759667,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,627.26,99.1589996522179,3744
1024,4608,7168,1179.48,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,1197.8286757636647,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1166.24,98.87747142808695,4608
1024,7168,256,518.78,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,510.78834643219403,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,512.33,98.75669840780293,3744
1024,7168,2048,1438.49,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1413.4602638334352,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1438.49,100.0,3744
1024,7168,2304,1475.94,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1422.6617322082338,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1475.94,100.0,3744
2048,512,7168,926.78,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_64x64x256_2x2x1_32x32x64,899.0295688747896,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,923.59,99.65579749239303,3744
2048,576,7168,708.96,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,734.606525533434,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,708.96,100.0,2352
2048,1536,7168,1261.88,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1258.960294288048,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1261.88,100.0,4608
2048,3072,1536,1156.49,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1164.8747442152776,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1156.49,100.0,4608
2048,4096,512,861.33,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,878.8440177981518,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,861.33,100.0,3744
2048,4608,7168,1496.82,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1542.5955225219996,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1496.82,100.0,4608
2048,7168,256,662.43,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,641.2655637751146,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,662.43,100.0,3744
2048,7168,2048,1575.85,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_4x1x1_32x32x64,1519.5250080028381,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1565.15,99.32100136434306,3744
2048,7168,2304,1701.07,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1643.118791827096,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1701.07,100.0,3744
4096,512,7168,1078.3,gemm_universal_fp8_rcr_compv3_cshuffle_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,1094.040083172026,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_64x64x256_2x2x1_32x32x64,1075.24,99.71621997588798,3744
4096,576,7168,979.13,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_64x64x256_2x2x1_32x32x64,942.1993753973937,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_64x64x256_2x2x1_32x32x64,979.13,100.0,2352
4096,1536,7168,1407.13,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,1407.0919731973772,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1370.07,97.36627035170878,4608
4096,3072,1536,1437.92,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1399.5691228382368,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1437.92,100.0,4608
4096,4096,512,1005.14,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1029.3786964825542,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,981.3,97.62819109775752,3744
4096,4608,7168,1721.89,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,1725.0888472531908,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1721.17,99.95818548223173,4608
4096,7168,256,819.43,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,811.9761886014679,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,795.09,97.02964255641118,3744
4096,7168,2048,1594.67,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_4x1x1_32x32x64,1515.2716028030989,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1519.66,95.29620548452031,3744
4096,7168,2304,1605.07,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_2x2x1_32x32x64,1652.8701684433918,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1595.18,99.38382749662009,3744
8192,512,7168,1493.29,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1367.7583131634221,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1493.29,100.0,3744
8192,576,7168,1151.32,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x192x64_2x2x1_32x32x64,1127.4474443617216,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x192x64_2x2x1_32x32x64,1151.32,100.0,2352
8192,1536,7168,1772.58,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1790.509064628731,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1772.58,100.0,4608
8192,3072,1536,1364.65,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_256x192x64_4x1x1_32x32x64,1315.5349512256296,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x192x64_2x2x1_32x32x64,1343.33,98.43769464697907,4608
8192,4096,512,1130.67,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_4x1x1_32x32x64,1090.8622322031508,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1082.1,95.70431690944305,3744
8192,4608,7168,1954.62,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1952.9897541702248,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x192x64_2x2x1_32x32x64,1944.87,99.50118181539122,4608
8192,7168,256,877.86,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,840.3789486069292,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,877.86,100.0,3744
8192,7168,2048,1596.7,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_2x2x1_32x32x64,1601.7672214179381,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1574.68,98.62090561783678,3744
8192,7168,2304,1708.34,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_1x4x1_32x32x64,1764.8192695718265,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1690.95,98.98205275296488,3744
16384,512,7168,1503.14,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1503.4752271168409,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,1503.14,100.0,3744
16384,576,7168,1438.23,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x192x64_4x1x1_32x32x64,1468.3552879848833,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x192x64_2x2x1_32x32x64,1413.93,98.31042322855177,2352
16384,1536,7168,1766.96,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x192x64_2x2x1_32x32x64,1803.0075687548629,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x192x64_2x2x1_32x32x64,1762.6,99.75324851722732,4608
16384,3072,1536,1532.49,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1552.2113317412905,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1532.49,100.0,4608
16384,4096,512,1045.64,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_4x1x1_32x32x64,1058.3844648098027,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1037.22,99.19475153972685,3744
16384,4608,7168,2184.6,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,2192.2677046399153,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,2184.6,100.0,4608
16384,7168,256,830.23,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,808.6656314929719,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,781.61,94.14379147946954,3744
16384,7168,2048,1814.82,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1852.1800340712468,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1814.82,100.0,3744
16384,7168,2304,1952.67,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1989.1976449791616,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1952.67,100.0,3744
20480,512,7168,1604.19,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1630.4496119921607,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1604.19,100.0,3744
20480,576,7168,1673.02,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x192x64_2x2x1_32x32x64,1633.7656983597628,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x192x64_2x2x1_32x32x64,1673.02,100.0,2352
20480,1536,7168,2020.62,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,2047.8684269059438,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,2020.62,100.0,4608
20480,3072,1536,1548.75,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_2x2x1_32x32x64,1537.6425008529548,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1497.85,96.71347861178369,4608
20480,4096,512,1072.55,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_4x1x1_32x32x64,1063.0663145078752,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1010.9,94.25201622301991,3744
20480,4608,7168,2230.09,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_2x2x1_32x32x64,2258.8536135901527,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,2219.41,99.52109556116568,4608
20480,7168,256,798.81,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_True_128x128x128_2x2x1_32x32x64,797.4707068012191,gemm_universal_fp8_rcr_mem_default_intrawave_False_False_False_False_128x128x128_2x2x1_32x32x64,752.23,94.1688261288667,3744
20480,7168,2048,1818.57,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_4x1x1_32x32x64,1816.393925194284,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1804.48,99.22521541650859,3744
20480,7168,2304,1942.54,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_True_256x256x64_2x2x1_32x32x64,1961.0754770193262,gemm_universal_fp8_rcr_compv3_default_intrawave_False_False_False_False_256x256x64_2x2x1_32x32x64,1924.42,99.06720067540438,3744
