shape_signature,dtype,head_size,block_size,num_seqs,total_q,max_seqlen_q,max_seqlen_k,sliding_window,triton_latency_ms,ckdsl_latency_ms,speedup_triton_over_ckdsl,ckdsl_correct_max_abs,ckdsl_policy,cap_blocks
d64_b32_h64kv8_q1000_k1059_ns472_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,472,8192,1000,1059,0,0.6553059387207031,0.5483503341674805,1.195,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1060_ns480_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,480,8192,1000,1060,128,0.1648954963684082,0.14918891906738282,1.1053,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1060_ns480_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,480,8192,1000,1060,0,0.665477294921875,0.5550775909423828,1.1989,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1061_ns487_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,487,8192,1000,1061,128,0.16740034103393556,0.13972002029418945,1.1981,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1061_ns487_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,487,8192,1000,1061,0,0.674430923461914,0.5442398452758789,1.2392,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1062_ns495_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,495,8192,1000,1062,128,0.1736035919189453,0.13360393524169922,1.2994,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1062_ns495_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,495,8192,1000,1062,0,0.6942144012451172,0.5418734359741211,1.2811,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1063_ns503_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,503,8192,1000,1063,128,0.17661563873291017,0.12331742286682129,1.4322,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1063_ns503_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,503,8192,1000,1063,0,0.7126602172851563,0.5346781539916993,1.3329,0.001953,production_dispatch,65536
d64_b32_h64kv8_q1000_k1064_ns511_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,511,8192,1000,1064,128,0.18198209762573242,0.11664775848388671,1.5601,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1064_ns511_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,511,8192,1000,1064,0,0.7274796295166016,0.5309077072143554,1.3703,0.003906,production_dispatch,65536
d64_b32_h64kv8_q1000_k1065_ns512_tq2499_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,512,2499,1000,1065,128,0.08126974105834961,0.051591801643371585,1.5752,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1065_ns512_tq2499_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,512,2499,1000,1065,0,0.30620832443237306,0.2529389190673828,1.2106,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq2494_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,2494,1000,1099,128,0.08205375671386719,0.05008537769317627,1.6383,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq2494_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,2494,1000,1099,0,0.3170004463195801,0.25885417938232425,1.2246,0.000977,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq8192_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,8192,1000,1099,128,0.21158004760742188,0.12526304244995118,1.6891,0.007812,production_dispatch,65536
d64_b32_h64kv8_q1000_k1099_ns496_tq8192_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,496,8192,1000,1099,0,0.7305803680419922,0.5257324981689453,1.3896,0.000977,production_dispatch,65536
d64_b32_h64kv8_q351_k1099_ns485_tq835_sw128_sc0_sinks1_bfloat16,torch.bfloat16,64,32,485,835,351,1099,128,0.06519676208496093,0.037662839889526366,1.7311,0.003906,production_dispatch,65536
d64_b32_h64kv8_q351_k1099_ns485_tq835_sw0_sc0_sinks1_bfloat16,torch.bfloat16,64,32,485,835,351,1099,0,0.3040106964111328,0.2442588233947754,1.2446,0.000488,production_dispatch,65536
