kernel,problem_idx,N,C,K,G,Hi,Wi,Y,X,stride_h,stride_w,pad_h,pad_w,latency_ms,tflops,non_zero
grouped_conv_forward_bf16_2d_16x64x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.04682820290327072,79.80500280396154,6488064
grouped_conv_forward_bf16_2d_16x64x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.05420830100774765,68.94008471997446,6488064
grouped_conv_forward_bf16_2d_32x64x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.03914419934153557,95.47071920908009,6488064
grouped_conv_forward_bf16_2d_32x64x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.048356398940086365,77.28294384845121,6488064
grouped_conv_forward_bf16_2d_64x64x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.034984201192855835,106.82321552516005,6488064
grouped_conv_forward_bf16_2d_64x64x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.06321249902248383,59.12003040206899,6488064
grouped_conv_forward_bf16_2d_32x128x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.029488200321793556,126.73289055344756,6488064
grouped_conv_forward_bf16_2d_32x128x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.047740302979946136,78.28029213743831,6488064
grouped_conv_forward_bf16_2d_64x128x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.029784198850393295,125.4734056394017,6488064
grouped_conv_forward_bf16_2d_64x128x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.06334049999713898,59.00055831843452,6488064
grouped_conv_forward_bf16_2d_128x128x64_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.029668200761079788,125.96398730396031,6488064
grouped_conv_forward_bf16_2d_128x128x64_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.06400449573993683,58.388474446930914,6488064
grouped_conv_forward_bf16_2d_16x64x128_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.049152400344610214,76.03138072197511,6488064
grouped_conv_forward_bf16_2d_16x64x128_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.0544964000582695,68.57562811496048,6488064
grouped_conv_forward_bf16_2d_32x64x128_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.0406683012843132,91.89281936989839,6488064
grouped_conv_forward_bf16_2d_32x64x128_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.04826439917087555,77.43025766816369,6488064
grouped_conv_forward_bf16_2d_64x64x128_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.04043630138039589,92.42004675066084,6488064
grouped_conv_forward_bf16_2d_64x64x128_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.06253249943256378,59.762921647329726,6488064
grouped_conv_forward_bf16_2d_128x64x128_compv3,56,11,96,96,1,96,64,1,3,1,1,0,1,0.042356301099061966,88.23067092803255,6488064
grouped_conv_forward_bf16_2d_128x64x128_compv4,56,11,96,96,1,96,64,1,3,1,1,0,1,0.06320850551128387,59.123765603552435,6488064
grouped_conv_forward_bf16_2d_16x64x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.2341213971376419,128.87431092110515,33674368
grouped_conv_forward_bf16_2d_16x64x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.3002465069293976,100.49153955717775,33674368
grouped_conv_forward_bf16_2d_32x64x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.17995350062847137,167.6668340578327,33674368
grouped_conv_forward_bf16_2d_32x64x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.2592383027076721,116.38802373283343,33674368
grouped_conv_forward_bf16_2d_64x64x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.15067729353904724,200.24406477795554,33674368
grouped_conv_forward_bf16_2d_64x64x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.33136290311813354,91.05495347873433,33674368
grouped_conv_forward_bf16_2d_32x128x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.13193710148334503,228.68649825393328,33674368
grouped_conv_forward_bf16_2d_32x128x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.2543582022190094,118.62103704452541,33674368
grouped_conv_forward_bf16_2d_64x128x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.1159369945526123,260.24681633702187,33674368
grouped_conv_forward_bf16_2d_64x128x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.3304749131202698,91.29961921502772,33674368
grouped_conv_forward_bf16_2d_128x128x64_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.11558900028467178,261.03031995857765,33674368
grouped_conv_forward_bf16_2d_128x128x64_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.33128291368484497,91.07693901987156,33674368
grouped_conv_forward_bf16_2d_16x64x128_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.23317000269889832,129.400151729477,33674368
grouped_conv_forward_bf16_2d_16x64x128_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.2913746237754822,103.55134341159759,33674368
grouped_conv_forward_bf16_2d_32x64x128_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.1802055984735489,167.4322772631771,33674368
grouped_conv_forward_bf16_2d_32x64x128_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.25546619296073914,118.10656188326635,33674368
grouped_conv_forward_bf16_2d_64x64x128_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.1679134964942932,179.68915160447182,33674368
grouped_conv_forward_bf16_2d_64x64x128_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.3294709026813507,91.57784035691071,33674368
grouped_conv_forward_bf16_2d_128x64x128_compv3,57,7,448,896,1,118,182,1,1,2,2,0,0,0.1700975000858307,177.38199393156972,33674368
grouped_conv_forward_bf16_2d_128x64x128_compv4,57,7,448,896,1,118,182,1,1,2,2,0,0,0.3338108956813812,90.38720460700318,33674368
grouped_conv_forward_bf16_2d_16x64x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.003711999859660864,4.519724308807706,131072
grouped_conv_forward_bf16_2d_16x64x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004716100171208382,3.5574341915857275,131072
grouped_conv_forward_bf16_2d_32x64x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004147999919950962,4.044651958478905,131072
grouped_conv_forward_bf16_2d_32x64x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.005200000014156103,3.2263876835244085,131072
grouped_conv_forward_bf16_2d_64x64x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004916000179946423,3.412777743263396,131072
grouped_conv_forward_bf16_2d_64x64x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006711999885737896,2.499585263052424,131072
grouped_conv_forward_bf16_2d_32x128x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.00457199988886714,3.6695573945337725,131072
grouped_conv_forward_bf16_2d_32x128x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.005304000340402126,3.1631249855327166,131072
grouped_conv_forward_bf16_2d_64x128x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006148099899291992,2.728845704334122,131072
grouped_conv_forward_bf16_2d_64x128x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006644000299274921,2.5251678573571024,131072
grouped_conv_forward_bf16_2d_128x128x64_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006612099707126617,2.537350727170262,131072
grouped_conv_forward_bf16_2d_128x128x64_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006920100189745426,2.4244180777702287,131072
grouped_conv_forward_bf16_2d_16x64x128_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004120000172406435,4.072139635421583,131072
grouped_conv_forward_bf16_2d_16x64x128_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004824100062251091,3.4777918748582453,131072
grouped_conv_forward_bf16_2d_32x64x128_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.004575999919325113,3.666349714987401,131072
grouped_conv_forward_bf16_2d_32x64x128_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.00585199985653162,2.8669200976268594,131072
grouped_conv_forward_bf16_2d_64x64x128_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.00604810006916523,2.773964684469188,131072
grouped_conv_forward_bf16_2d_64x64x128_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.007224100176244974,2.322395259020433,131072
grouped_conv_forward_bf16_2d_128x64x128_compv3,58,1,64,128,1,64,64,1,1,2,2,0,0,0.006227999925613403,2.6938368979424148,131072
grouped_conv_forward_bf16_2d_128x64x128_compv4,58,1,64,128,1,64,64,1,1,2,2,0,0,0.0066881002858281136,2.5085174089794116,131072
grouped_conv_forward_bf16_2d_16x64x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.07376439869403839,113.72163467087225,16384000
grouped_conv_forward_bf16_2d_16x64x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.08286060392856598,101.23759183835793,16384000
grouped_conv_forward_bf16_2d_32x64x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.06198049709200859,135.3427028432397,16384000
grouped_conv_forward_bf16_2d_32x64x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.07141660153865814,117.46019579858063,16384000
grouped_conv_forward_bf16_2d_64x64x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.05121240019798279,163.800328974435,16384000
grouped_conv_forward_bf16_2d_64x64x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.0922967940568924,90.88731722175748,16384000
grouped_conv_forward_bf16_2d_32x128x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.045700401067733765,183.55655101509993,16384000
grouped_conv_forward_bf16_2d_32x128x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.0719325989484787,116.6176131910414,16384000
grouped_conv_forward_bf16_2d_64x128x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.04027630016207695,208.27652903179228,16384000
grouped_conv_forward_bf16_2d_64x128x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.09340079873800278,89.81302208700338,16384000
grouped_conv_forward_bf16_2d_128x128x64_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.04162430018186569,201.53150835805846,16384000
grouped_conv_forward_bf16_2d_128x128x64_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.09158080071210861,91.59788880171777,16384000
grouped_conv_forward_bf16_2d_16x64x128_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.06348849833011627,132.1279951587829,16384000
grouped_conv_forward_bf16_2d_16x64x128_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.08128870278596878,103.19524992405162,16384000
grouped_conv_forward_bf16_2d_32x64x128_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.05134440213441849,163.37921275310234,16384000
grouped_conv_forward_bf16_2d_32x64x128_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.07190059870481491,116.66951529067374,16384000
grouped_conv_forward_bf16_2d_64x64x128_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.047984398901462555,174.81948700089512,16384000
grouped_conv_forward_bf16_2d_64x64x128_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.09147679805755615,91.70202912788862,16384000
grouped_conv_forward_bf16_2d_128x64x128_compv3,59,2,256,512,1,320,200,1,1,2,2,0,0,0.0513123981654644,163.48111372517994,16384000
grouped_conv_forward_bf16_2d_128x64x128_compv4,59,2,256,512,1,320,200,1,1,2,2,0,0,0.09311680495738983,90.08693977245697,16384000
grouped_conv_forward_bf16_2d_16x64x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.018476100638508797,88.76184948797518,1601536
grouped_conv_forward_bf16_2d_16x64x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.019300099462270737,84.9722493506285,1601536
grouped_conv_forward_bf16_2d_32x64x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.016756098717451096,97.87319182430011,1601536
grouped_conv_forward_bf16_2d_32x64x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.01798810064792633,91.16987369030849,1601536
grouped_conv_forward_bf16_2d_64x64x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.01732410117983818,94.66423954557615,1601536
grouped_conv_forward_bf16_2d_64x64x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.022228199988603592,73.7789323850251,1601536
grouped_conv_forward_bf16_2d_32x128x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.014108100906014442,116.24334663646056,1601536
grouped_conv_forward_bf16_2d_32x128x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.018032100051641464,90.9474137401269,1601536
grouped_conv_forward_bf16_2d_64x128x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.014356100931763649,114.23525592324803,1601536
grouped_conv_forward_bf16_2d_64x128x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.02244820073246956,73.05587131657764,1601536
grouped_conv_forward_bf16_2d_128x128x64_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.015436099842190742,106.24269606740569,1601536
grouped_conv_forward_bf16_2d_128x128x64_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.022992199286818504,71.32735949014679,1601536
grouped_conv_forward_bf16_2d_16x64x128_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.016544099897146225,99.12735502055855,1601536
grouped_conv_forward_bf16_2d_16x64x128_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.019516099244356155,84.0317956711694,1601536
grouped_conv_forward_bf16_2d_32x64x128_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.015712101012468338,104.37642061355128,1601536
grouped_conv_forward_bf16_2d_32x64x128_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.018088098615407944,90.66585155628384,1601536
grouped_conv_forward_bf16_2d_64x64x128_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.013256100006401539,123.71458145367312,1601536
grouped_conv_forward_bf16_2d_64x64x128_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.02199220098555088,74.57065643759259,1601536
grouped_conv_forward_bf16_2d_128x64x128_compv3,60,2,512,256,1,135,91,1,1,2,2,0,0,0.011836100369691849,138.5568568005221,1601536
grouped_conv_forward_bf16_2d_128x64x128_compv4,60,2,512,256,1,135,91,1,1,2,2,0,0,0.02223620004951954,73.7523884633083,1601536
grouped_conv_forward_bf16_2d_16x64x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.04134820029139519,65.32646540754331,21102592
grouped_conv_forward_bf16_2d_16x64x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.0866725966334343,31.16477273000066,21102592
grouped_conv_forward_bf16_2d_32x64x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.03422020003199577,78.93383947126115,21102592
grouped_conv_forward_bf16_2d_32x64x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.07934059947729111,34.04476136801964,21102592
grouped_conv_forward_bf16_2d_64x64x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.030876200646162033,87.48264745895008,21102592
grouped_conv_forward_bf16_2d_64x64x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.10312479734420776,26.192844452185632,21102592
grouped_conv_forward_bf16_2d_32x128x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.025376200675964355,106.44350627942654,21102592
grouped_conv_forward_bf16_2d_32x128x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.07952870428562164,33.964237192889236,21102592
grouped_conv_forward_bf16_2d_64x128x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.02618420124053955,103.15883807897058,21102592
grouped_conv_forward_bf16_2d_64x128x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.10361679643392563,26.06847411773108,21102592
grouped_conv_forward_bf16_2d_128x128x64_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.03189220279455185,84.69567917276115,21102592
grouped_conv_forward_bf16_2d_128x128x64_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.10327689349651337,26.154270181366275,21102592
grouped_conv_forward_bf16_2d_16x64x128_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.05720450356602669,47.21886578182249,21102592
grouped_conv_forward_bf16_2d_16x64x128_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.08579669892787933,31.482933606461597,21102592
grouped_conv_forward_bf16_2d_32x64x128_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.04475630074739456,60.35198912540249,21102592
grouped_conv_forward_bf16_2d_32x64x128_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.07915659993886948,34.12389842522306,21102592
grouped_conv_forward_bf16_2d_64x64x128_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.04456830024719238,60.60656926601458,21102592
grouped_conv_forward_bf16_2d_64x64x128_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.10327289998531342,26.155281553864874,21102592
grouped_conv_forward_bf16_2d_128x64x128_compv3,61,2,64,256,1,184,224,1,1,1,1,0,0,0.052640400826931,51.31290289526238,21102592
grouped_conv_forward_bf16_2d_128x64x128_compv4,61,2,64,256,1,184,224,1,1,1,1,0,0,0.10316489636898041,26.1826635907151,21102592
grouped_conv_forward_bf16_2d_16x64x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.019888099282979965,88.57596972615508,3440640
grouped_conv_forward_bf16_2d_16x64x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.02024810016155243,87.00113422714998,3440640
grouped_conv_forward_bf16_2d_32x64x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.016944099217653275,103.9658501388296,3440640
grouped_conv_forward_bf16_2d_32x64x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.018724100664258003,94.08236537430562,3440640
grouped_conv_forward_bf16_2d_64x64x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.017368100583553314,101.42776819637668,3440640
grouped_conv_forward_bf16_2d_64x64x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.024440200999379158,72.0782811910896,3440640
grouped_conv_forward_bf16_2d_32x128x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.014096100814640522,124.97127419593618,3440640
grouped_conv_forward_bf16_2d_32x128x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.018328100442886353,96.11512581401905,3440640
grouped_conv_forward_bf16_2d_64x128x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.01245609950274229,141.4253056996029,3440640
grouped_conv_forward_bf16_2d_64x128x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.024456199258565903,72.03113048659793,3440640
grouped_conv_forward_bf16_2d_128x128x64_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.011424100026488304,154.20100278494385,3440640
grouped_conv_forward_bf16_2d_128x128x64_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.025436198338866234,69.25593426075321,3440640
grouped_conv_forward_bf16_2d_16x64x128_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.017188100144267082,102.48995905388453,3440640
grouped_conv_forward_bf16_2d_16x64x128_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.020596100017428398,85.53112863645687,3440640
grouped_conv_forward_bf16_2d_32x64x128_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.015088100917637348,116.75476520313802,3440640
grouped_conv_forward_bf16_2d_32x64x128_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.018324099481105804,96.13611199919617,3440640
grouped_conv_forward_bf16_2d_64x64x128_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.014332098886370659,122.91344721848307,3440640
grouped_conv_forward_bf16_2d_64x64x128_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.024444200098514557,72.06648910172564,3440640
grouped_conv_forward_bf16_2d_128x64x128_compv3,62,2,256,128,1,168,320,1,1,2,2,0,0,0.014548100531101227,121.08850060762222,3440640
grouped_conv_forward_bf16_2d_128x64x128_compv4,62,2,256,128,1,168,320,1,1,2,2,0,0,0.024240199476480484,72.67298611586234,3440640
grouped_conv_forward_bf16_2d_16x64x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.05982439965009689,112.1764102816054,13107200
grouped_conv_forward_bf16_2d_16x64x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.0650084987282753,103.23090874702996,13107200
grouped_conv_forward_bf16_2d_32x64x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.04980440065264702,134.74484808689948,13107200
grouped_conv_forward_bf16_2d_32x64x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.05804849788546562,115.60826971338899,13107200
grouped_conv_forward_bf16_2d_64x64x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.042356301099061966,158.43891524674757,13107200
grouped_conv_forward_bf16_2d_64x64x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.07498060166835785,89.50163443182964,13107200
grouped_conv_forward_bf16_2d_32x128x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.03772030025720596,177.91179694329114,13107200
grouped_conv_forward_bf16_2d_32x128x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.05789650231599808,115.91177586811897,13107200
grouped_conv_forward_bf16_2d_64x128x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.03504430130124092,191.49722353752185,13107200
grouped_conv_forward_bf16_2d_64x128x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.07523660361766815,89.19709393186979,13107200
grouped_conv_forward_bf16_2d_128x128x64_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.04064429923892021,165.11261174786802,13107200
grouped_conv_forward_bf16_2d_128x128x64_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.07510460168123245,89.35386447401868,13107200
grouped_conv_forward_bf16_2d_16x64x128_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.05178040266036987,129.60282375587195,13107200
grouped_conv_forward_bf16_2d_16x64x128_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.06572449952363968,102.1063142152378,13107200
grouped_conv_forward_bf16_2d_32x64x128_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.0408082976937294,164.44906500060145,13107200
grouped_conv_forward_bf16_2d_32x64x128_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.05722049996256828,117.28115630569525,13107200
grouped_conv_forward_bf16_2d_64x64x128_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.04015230014920235,167.13578985669434,13107200
grouped_conv_forward_bf16_2d_64x64x128_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.07479260116815567,89.72660791556055,13107200
grouped_conv_forward_bf16_2d_128x64x128_compv3,63,2,256,512,1,320,160,1,1,2,2,0,0,0.04377629980444908,153.29953490765243,13107200
grouped_conv_forward_bf16_2d_128x64x128_compv4,63,2,256,512,1,320,160,1,1,2,2,0,0,0.07466460019350052,89.88043038612797,13107200
grouped_conv_forward_bf16_2d_16x64x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.03855609893798828,119.66289451172179,4505600
grouped_conv_forward_bf16_2d_16x64x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.04328029975295067,106.60125799349287,4505600
grouped_conv_forward_bf16_2d_32x64x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.032064199447631836,143.8905221237562,4505600
grouped_conv_forward_bf16_2d_32x64x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.03754819929599762,122.87498432692597,4505600
grouped_conv_forward_bf16_2d_64x64x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.030152197927236557,153.01486183972023,4505600
grouped_conv_forward_bf16_2d_64x64x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.05175640061497688,89.14326238260301,4505600
grouped_conv_forward_bf16_2d_32x128x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.027520200237631798,167.64901273105804,4505600
grouped_conv_forward_bf16_2d_32x128x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.03792029991745949,121.66924866213195,4505600
grouped_conv_forward_bf16_2d_64x128x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.027468198910355568,167.96639688889877,4505600
grouped_conv_forward_bf16_2d_64x128x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.052364397794008255,88.10822991127613,4505600
grouped_conv_forward_bf16_2d_128x128x64_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.029592201113700867,155.91048405871678,4505600
grouped_conv_forward_bf16_2d_128x128x64_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.05234039947390556,88.14862795038827,4505600
grouped_conv_forward_bf16_2d_16x64x128_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.03581229969859123,128.83100048951877,4505600
grouped_conv_forward_bf16_2d_16x64x128_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.04332030192017555,106.50282189864532,4505600
grouped_conv_forward_bf16_2d_32x64x128_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.028268199414014816,163.21288570338163,4505600
grouped_conv_forward_bf16_2d_32x64x128_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.037932299077510834,121.6307609136029,4505600
grouped_conv_forward_bf16_2d_64x64x128_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.030044201761484146,153.5648853854617,4505600
grouped_conv_forward_bf16_2d_64x64x128_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.05224040150642395,88.31736102626726,4505600
grouped_conv_forward_bf16_2d_128x64x128_compv3,64,2,512,256,1,88,100,1,1,1,1,0,0,0.030740201473236084,150.08796881233656,4505600
grouped_conv_forward_bf16_2d_128x64x128_compv4,64,2,512,256,1,88,100,1,1,1,1,0,0,0.052332401275634766,88.16210010504697,4505600
grouped_conv_forward_bf16_2d_16x64x64_compv3,65,2,256,64,1,160,192,1,1,1,1,0,0,0.019988100975751877,100.72322140269098,3932160
grouped_conv_forward_bf16_2d_16x64x64_compv4,65,2,256,64,1,160,192,1,1,1,1,0,0,0.02125610038638115,94.71473522443024,3932160
grouped_conv_forward_bf16_2d_32x64x64_compv3,65,2,256,64,1,160,192,1,1,1,1,0,0,0.018460098654031754,109.06040957480448,3932160
grouped_conv_forward_bf16_2d_32x64x64_compv4,65,2,256,64,1,160,192,1,1,1,1,0,0,0.019828099757432938,101.53599914410806,3932160
grouped_conv_forward_bf16_2d_64x64x64_compv3,65,2,256,64,1,160,192,1,1,1,1,0,0,0.01679209992289543,119.89363624825644,3932160
grouped_conv_forward_bf16_2d_64x64x64_compv4,65,2,256,64,1,160,192,1,1,1,1,0,0,0.023944200947880745,84.08156632089201,3932160
grouped_conv_forward_bf16_2d_32x128x64_compv3,65,2,256,64,1,160,192,1,1,1,1,0,0,0.022464198991656303,89.62108645617728,3932160
grouped_conv_forward_bf16_2d_32x128x64_compv4,65,2,256,64,1,160,192,1,1,1,1,0,0,0.019468100741505623,103.4135762256333,3932160
